   0.6449  -3.3270
   0.6552  -2.8212
   0.6655  -2.3024
   0.6757  -1.7799
   0.6860  -1.2694
   0.6963  -0.8029
   0.7066  -0.4442
   0.7169  -0.3027

   0.0000  -1.5078
   0.0084  -1.5028
   0.0168  -1.4878
   0.0252  -1.4629
   0.0336  -1.4282
   0.0420  -1.3835
   0.0504  -1.3297
   0.0588  -1.2659
   0.0672  -1.1926
   0.0755  -1.1112
   0.0839  -1.0219
   0.0923  -0.9254
   0.1007  -0.8248
   0.1091  -0.7216
   0.1175  -0.6192
   0.1259  -0.5204
   0.1343  -0.4336
   0.1427  -0.3640
   0.1511  -0.3186
   0.1595  -0.3027
   0.1595  -0.3027
   0.1692  -0.3548
   0.1789  -0.4964
   0.1886  -0.6984
   0.1983  -0.9303
   0.2080  -1.1746
   0.2176  -1.4197
   0.2273  -1.6582
   0.2370  -1.8866
   0.2467  -2.0995
   0.2564  -2.2958
   0.2661  -2.4739
   0.2758  -2.6330
   0.2855  -2.7721
   0.2952  -2.8908
   0.3049  -2.9885
   0.3146  -3.0654
   0.3243  -3.1201
   0.3340  -3.1530
   0.3437  -3.1640
   0.3437  -3.1640
   0.3471  -3.1744
   0.3505  -3.2053
   0.3539  -3.2548
   0.3574  -3.3204
   0.3608  -3.3992
   0.3642  -3.4882
   0.3676  -3.5844
   0.3711  -3.6854
   0.3745  -3.7886
   0.3779  -3.8924
   0.3813  -3.9944
   0.3848  -4.0938
   0.3882  -4.1884
   0.3916  -4.2776
   0.3951  -4.3606
   0.3985  -4.4362
   0.4019  -4.5039
   0.4053  -4.5633
   0.4088  -4.6138
   0.5215  -4.6138
   0.5318  -4.7114
   0.5421  -4.7281
   0.5524  -4.6704
   0.5627  -4.5480
   0.5729  -4.3710
   0.5832  -4.1478
   0.5935  -3.8855
   0.6038  -3.5895
   0.6141  -3.2666
   0.6243  -2.9215
   0.6346  -2.5590
   0.6449  -2.1868
   0.6552  -1.8117
   0.6655  -1.4429
   0.6757  -1.0946
   0.6860  -0.7831
   0.6963  -0.5305
   0.7066  -0.3620
   0.7169  -0.3027

   0.0000  -1.5078
   0.0084  -1.5028
   0.0168  -1.4878
   0.0252  -1.4629
   0.0336  -1.4282
   0.0420  -1.3835
   0.0504  -1.3297
   0.0588  -1.2659
   0.0672  -1.1926
   0.0755  -1.1112
   0.0839  -1.0219
   0.0923  -0.9254
   0.1007  -0.8248
   0.1091  -0.7216
   0.1175  -0.6192
   0.1259  -0.5204
   0.1343  -0.4336
   0.1427  -0.3640
   0.1511  -0.3186
   0.1595  -0.3027
   0.1595  -0.3027
   0.1692  -0.3548
   0.1789  -0.4964
   0.1886  -0.6984
   0.1983  -0.9303
   0.2080  -1.1746
   0.2176  -1.4197
   0.2273  -1.6581
   0.2370  -1.8866
   0.2467  -2.0995
   0.2564  -2.2957
   0.2661  -2.4739
   0.2758  -2.6330
   0.2855  -2.7721
   0.2952  -2.8908
   0.3049  -2.9885
   0.3146  -3.0654
   0.3243  -3.1201
   0.3340  -3.1530
   0.3437  -3.1640
   0.3437  -3.1640
   0.3471  -3.1627
   0.3505  -3.1591
   0.3539  -3.1530
   0.3574  -3.1445
   0.3608  -3.1336
   0.3642  -3.1202
   0.3676  -3.1045
   0.3711  -3.0864
   0.3745  -3.0659
   0.3779  -3.0431
   0.3813  -3.0179
   0.3848  -2.9904
   0.3882  -2.9606
   0.3916  -2.9286
   0.3951  -2.8944
   0.3985  -2.8581
   0.4019  -2.8196
   0.4053  -2.7789
   0.4088  -2.7363
   0.5215  -2.7363
   0.5318  -2.5970
   0.5421  -2.4411
   0.5524  -2.2709
   0.5627  -2.0890
   0.5729  -1.8979
   0.5832  -1.7025
   0.5935  -1.5061
   0.6038  -1.3130
   0.6141  -1.1291
   0.6243  -0.9587
   0.6346  -0.8056
   0.6449  -0.6736
   0.6552  -0.5630
   0.6655  -0.4753
   0.6757  -0.4083
   0.6860  -0.3598
   0.6963  -0.3273
   0.7066  -0.3087
   0.7169  -0.3027

   0.0000   1.2381
   0.0084   1.2455
   0.0168   1.2631
   0.0252   1.2915
   0.0336   1.3308
   0.0420   1.3814
   0.0504   1.4424
   0.0588   1.5136
   0.0672   1.5944
   0.0755   1.6835
   0.0839   1.7801
   0.0923   1.8814
   0.1007   1.9856
   0.1091   2.0855
   0.1175   2.1800
   0.1259   2.2609
   0.1343   2.3146
   0.1427   2.3253
   0.1511   2.2867
   0.1595   2.2636
   0.1595   2.2636
   0.1692   2.2335
   0.1789   2.1470
   0.1886   2.0143
   0.1983   1.8488
   0.2080   1.6634
   0.2176   1.4688
   0.2273   1.2743
   0.2370   1.0867
   0.2467   0.9109
   0.2564   0.7513
   0.2661   0.6118
   0.2758   0.4942
   0.2855   0.4004
   0.2952   0.3308
   0.3049   0.2883
   0.3146   0.2741
   0.3243   0.2896
   0.3340   0.3354
   0.3437   0.4133
   0.3437   0.4133
   0.3471   0.4147
   0.3505   0.4189
   0.3539   0.4260
   0.3574   0.4358
   0.3608   0.4484
   0.3642   0.4638
   0.3676   0.4820
   0.3711   0.5030
   0.3745   0.5267
   0.3779   0.5532
   0.3813   0.5823
   0.3848   0.6141
   0.3882   0.6489
   0.3916   0.6859
   0.3951   0.7248
   0.3985   0.7669
   0.4019   0.8115
   0.4053   0.8592
   0.4088   0.9087
   0.5215   0.9087
   0.5318   1.0697
   0.5421   1.2503
   0.5524   1.4468
   0.5627   1.6556
   0.5729   1.8711
   0.5832   2.0857
   0.5935   2.2898
   0.6038   2.4711
   0.6141   2.6158
   0.6243   2.7132
   0.6346   2.7589
   0.6449   2.7616
   0.6552   2.7315
   0.6655   2.6145
   0.6757   2.4882
   0.6860   2.3899
   0.6963   2.3198
   0.7066   2.2776
   0.7169   2.2636

   0.0000   3.0491
   0.0084   3.0549
   0.0168   3.0739
   0.0252   3.1004
   0.0336   3.1338
   0.0420   3.1710
   0.0504   3.2051
   0.0588   3.2322
   0.0672   3.2440
   0.0755   3.2304
   0.0839   3.1849
   0.0923   3.1076
   0.1007   2.9992
   0.1091   2.8681
   0.1175   2.7255
   0.1259   2.5839
   0.1343   2.4559
   0.1427   2.3533
   0.1511   2.2867
   0.1595   2.2636
   0.1595   2.2636
   0.1692   2.3306
   0.1789   2.5172
   0.1886   2.7924
   0.1983   3.1282
   0.2080   3.5066
   0.2176   3.9124
   0.2273   3.8134
   0.2370   3.4448
   0.2467   3.0422
   0.2564   2.6445
   0.2661   2.2660
   0.2758   1.9153
   0.2855   1.5974
   0.2952   1.3126
   0.3049   1.0631
   0.3146   0.8482
   0.3243   0.6697
   0.3340   0.5240
   0.3437   0.4133
   0.3437   0.4133
   0.3471   0.4288
   0.3505   0.4748
   0.3539   0.5494
   0.3574   0.6505
   0.3608   0.7750
   0.3642   0.9202
   0.3676   1.0834
   0.3711   1.2622
   0.3745   1.4544
   0.3779   1.6586
   0.3813   1.8728
   0.3848   2.0949
   0.3882   2.3267
   0.3916   2.5651
   0.3951   2.8096
   0.3985   3.0600
   0.4019   3.3154
   0.4053   3.5754
   0.4088   3.8391
   0.5215   3.8391
   0.5318   4.6457
   0.5421   5.4383
   0.5524   5.7957
   0.5627   5.3774
   0.5729   4.9838
   0.5832   4.6121
   0.5935   4.2683
   0.6038   3.9521
   0.6141   3.6608
   0.6243   3.3968
   0.6346   3.1598
   0.6449   2.9503
   0.6552   2.7686
   0.6655   2.6819
   0.6757   2.6188
   0.6860   2.4884
   0.6963   2.3707
   0.7066   2.2918
   0.7169   2.2636

   0.0000   3.0491
   0.0084   3.0549
   0.0168   3.0739
   0.0252   3.1004
   0.0336   3.1338
   0.0420   3.1710
   0.0504   3.2051
   0.0588   3.2322
   0.0672   3.2440
   0.0755   3.2304
   0.0839   3.1849
   0.0923   3.1076
   0.1007   2.9992
   0.1091   2.8681
   0.1175   2.7255
   0.1259   2.5839
   0.1343   2.4559
   0.1427   2.3533
   0.1511   2.2909
   0.1595   2.2636
   0.1595   2.2636
   0.1692   2.3307
   0.1789   2.5172
   0.1886   2.7924
   0.1983   3.1282
   0.2080   3.5067
   0.2176   3.9124
   0.2273   4.3395
   0.2370   4.7852
   0.2467   5.2385
   0.2564   5.7035
   0.2661   6.1772
   0.2758   6.6655
   0.2855   7.1563
   0.2952   7.6487
   0.3049   8.1452
   0.3146   8.6427
   0.3243   9.1330
   0.3340   9.5803
   0.3437   9.8202
   0.3437   9.8202
   0.3471   9.8042
   0.3505   9.7543
   0.3539   9.6759
   0.3574   9.5734
   0.3608   9.4523
   0.3642   9.3170
   0.3676   9.1713
   0.3711   9.0177
   0.3745   8.8585
   0.3779   8.6894
   0.3813   8.5235
   0.3848   8.3559
   0.3882   8.1894
   0.3916   8.0202
   0.3951   7.8513
   0.3985   7.6833
   0.4019   7.5165
   0.4053   7.3524
   0.4088   7.1884
   0.5215   7.1883
   0.5318   6.6996
   0.5421   6.2366
   0.5524   5.9358
   0.5627   5.7097
   0.5729   5.3408
   0.5832   4.9719
   0.5935   4.6210
   0.6038   4.2947
   0.6141   3.9889
   0.6243   3.7076
   0.6346   3.4468
   0.6449   3.2123
   0.6552   2.9965
   0.6655   2.8055
   0.6757   2.6349
   0.6860   2.5446
   0.6963   2.4491
   0.7066   2.3300
   0.7169   2.2636

   0.0000   7.4224
   0.0084   7.4316
   0.0168   7.4575
   0.0252   7.4975
   0.0336   7.5449
   0.0420   7.5870
   0.0504   7.8440
   0.0588   7.5106
   0.0672   7.2116
   0.0755   6.8332
   0.0839   6.4000
   0.0923   5.9421
   0.1007   5.4723
   0.1091   4.9955
   0.1175   4.5251
   0.1259   4.0732
   0.1343   3.6617
   0.1427   3.3302
   0.1511   3.1261
   0.1595   3.0620
   0.1595   3.0620
   0.1692   3.1424
   0.1789   3.3584
   0.1886   3.6509
   0.1983   3.9430
   0.2080   4.1252
   0.2176   4.0762
   0.2273   4.3396
   0.2370   4.7852
   0.2467   5.2385
   0.2564   5.7036
   0.2661   6.1773
   0.2758   6.6655
   0.2855   7.1563
   0.2952   7.6487
   0.3049   8.1452
   0.3146   8.6427
   0.3243   9.1330
   0.3340   9.5805
   0.3437   9.8202
   0.3437   9.8202
   0.3471   9.8111
   0.3505   9.7841
   0.3539   9.7401
   0.3574   9.6808
   0.3608   9.6081
   0.3642   9.5239
   0.3676   9.4301
   0.3711   9.3283
   0.3745   9.2198
   0.3779   9.1043
   0.3813   8.9850
   0.3848   8.8625
   0.3882   8.7400
   0.3916   8.6111
   0.3951   8.4537
   0.3985   8.2802
   0.4019   8.0958
   0.4053   7.9200
   0.4088   7.7479
   0.5215   7.7464
   0.5318   7.2553
   0.5421   6.8323
   0.5524   6.7953
   0.5627   6.4925
   0.5729   6.1923
   0.5832   5.9287
   0.5935   5.7103
   0.6038   5.5448
   0.6141   5.4374
   0.6243   5.3856
   0.6346   5.3671
   0.6449   5.3311
   0.6552   5.1915
   0.6655   4.8767
   0.6757   4.4150
   0.6860   3.9064
   0.6963   3.4541
   0.7066   3.1578
   0.7169   3.0620

