   0.0000  -9.9439
   0.0084  -9.9831
   0.0168 -10.0916
   0.0252 -10.2487
   0.0336 -10.4346
   0.0420 -10.6325
   0.0504 -10.8332
   0.0588 -11.0295
   0.0672 -11.2172
   0.0755 -11.3935
   0.0839 -11.5563
   0.0923 -11.7042
   0.1007 -11.8363
   0.1091 -11.9520
   0.1175 -12.0505
   0.1259 -12.1315
   0.1343 -12.1949
   0.1427 -12.2402
   0.1511 -12.2675
   0.1595 -12.2766
   0.1595 -12.2766
   0.1692 -12.2645
   0.1789 -12.2281
   0.1886 -12.1676
   0.1983 -12.0829
   0.2080 -11.9742
   0.2176 -11.8418
   0.2273 -11.6857
   0.2370 -11.5063
   0.2467 -11.3040
   0.2564 -11.0789
   0.2661 -10.8314
   0.2758 -10.5623
   0.2855 -10.2721
   0.2952  -9.9615
   0.3049  -9.6311
   0.3146  -9.2818
   0.3243  -8.9144
   0.3340  -8.5302
   0.3437  -8.1301
   0.3437  -8.1301
   0.3471  -8.1307
   0.3505  -8.1326
   0.3539  -8.1358
   0.3574  -8.1404
   0.3608  -8.1466
   0.3642  -8.1545
   0.3676  -8.1644
   0.3711  -8.1765
   0.3745  -8.1910
   0.3779  -8.2083
   0.3813  -8.2288
   0.3848  -8.2530
   0.3882  -8.2808
   0.3916  -8.3127
   0.3951  -8.3492
   0.3985  -8.3903
   0.4019  -8.4364
   0.4053  -8.4874
   0.4088  -8.5437
   0.5215  -8.5437
   0.5318  -8.7425
   0.5421  -8.9821
   0.5524  -9.2517
   0.5627  -9.5404
   0.5729  -9.8375
   0.5832 -10.1344
   0.5935 -10.4237
   0.6038 -10.7003
   0.6141 -10.9609
   0.6243 -11.2020
   0.6346 -11.4216
   0.6449 -11.6183
   0.6552 -11.7908
   0.6655 -11.9380
   0.6757 -12.0593
   0.6860 -12.1541
   0.6963 -12.2221
   0.7066 -12.2629
   0.7169 -12.2766

   0.0000  -7.2833
   0.0084  -7.2269
   0.0168  -7.0670
   0.0252  -6.8243
   0.0336  -6.5197
   0.0420  -6.1677
   0.0504  -5.7812
   0.0588  -5.3665
   0.0672  -4.9285
   0.0755  -4.4718
   0.0839  -3.9990
   0.0923  -3.5142
   0.1007  -3.0195
   0.1091  -2.5223
   0.1175  -2.0274
   0.1259  -1.5448
   0.1343  -1.0915
   0.1427  -0.6967
   0.1511  -0.4103
   0.1595  -0.3027
   0.1595  -0.3027
   0.1692  -0.3851
   0.1789  -0.6109
   0.1886  -0.9375
   0.1983  -1.3242
   0.2080  -1.7475
   0.2176  -2.1932
   0.2273  -2.6515
   0.2370  -3.1183
   0.2467  -3.5898
   0.2564  -4.0630
   0.2661  -4.5365
   0.2758  -5.0082
   0.2855  -5.4772
   0.2952  -5.9412
   0.3049  -6.3987
   0.3146  -6.8479
   0.3243  -7.2872
   0.3340  -7.7155
   0.3437  -8.1301
   0.3437  -8.1301
   0.3471  -8.1285
   0.3505  -8.1235
   0.3539  -8.1153
   0.3574  -8.1039
   0.3608  -8.0891
   0.3642  -8.0711
   0.3676  -8.0498
   0.3711  -8.0252
   0.3745  -7.9974
   0.3779  -7.9661
   0.3813  -7.9317
   0.3848  -7.8940
   0.3882  -7.8530
   0.3916  -7.8088
   0.3951  -7.7615
   0.3985  -7.7108
   0.4019  -7.6569
   0.4053  -7.5996
   0.4088  -7.5392
   0.5215  -7.5392
   0.5318  -7.3390
   0.5421  -7.1100
   0.5524  -6.8524
   0.5627  -6.5662
   0.5729  -6.2524
   0.5832  -5.9112
   0.5935  -5.5430
   0.6038  -5.1481
   0.6141  -4.7281
   0.6243  -4.2837
   0.6346  -3.8152
